Gene	Length
NCAPG	4921
AL109767.1	564
RNU6-260P	107
FLRT2	34899
RP13-104F24.1	848
GS1-115M3.3	1065
RP11-757O6.4	510
RP4-763G1.2	408
AP000354.2	456
RP11-27M24.1	533
THADA	14220
LINC00971	8031
RP3-329A5.8	4261
MOB1AP2	614
RP11-152P17.3	445
AC013429.4	422
UBFD1P1	814
MIR4771-2	74
IPMKP1	855
DNAAF3	3302
ETV6	7075
RP11-855A2.2	2139
EXOSC6	5153
CFL1	5863
C1orf234	658
AY269186.1	590
EIF4EBP2P1	343
SPX	3359
RN7SKP153	316
DHRSX-IT1	651
ACOT12	2444
TNS1	15595
RP11-151M7.1	352
TGFBR3	8705
RPS6KA5	27726
RNY3P13	102
AC008753.4	387
PIGS	5990
RNU6-887P	100
AC244250.3	95
SARAF	2990
RP11-1000B6.8	1232
RNA5SP508	119
UBTFL6	1024
C10orf99	888
CTBP2P6	1229
RP11-23J9.4	7116
CTD-2561J22.1	394
SNORA41	128
BCAT1	11775
AKAP11	9920
RP11-493E12.2	791
RP11-586E1.1	571
RN7SL241P	236
RP1-319M7.2	1207
RN7SKP298	94
RP11-116B13.1	382
ARF4P3	509
GVINP1	8438
RP11-295D4.1	1949
CTD-2034I4.2	1087
PLCB1-IT1	558
RP11-4L24.2	328
RP11-417F21.2	399
ACTBP7	1124
USH1C	4904
KIR2DS4	1608
RP4-798A10.4	327
MAFIP	1265
MAN1A2	9667
RP11-252A24.8	108
RP11-318C2.1	1255
RP11-329L6.2	278
AC092675.4	541
CTD-2377D24.6	3858
MTND2P15	892
MED11	1477
LUC7L	6176
AC131012.1	89
KIF27	5140
DDX11L9	1740
AC005262.3	452
RP11-290L1.7	197
PTPLAD1	7097
RP11-50E11.2	1544
SORCS1	9964
APOD	2197
ZNF414	2758
IGHV3-35	366
PNMA1	2590
LRPPRC	9760
COPZ2	1851
RPL31P60	367
RP5-912I13.1	1861
RP4-566L20.1	865
NLRX1	5320
RP11-259P15.3	1069
RBMY2YP	912
RP11-677O4.2	3710
LINC01446	3484
NPS	270
FGF21	1312
IGLL1	904
RNU6-781P	101
PCNPP4	517
MIR1288	75
SNORD114-29	70
PIGQ	6869
RP11-648O15.2	539
GPR1	2834
TRAJ33	57
RP11-192H6.2	558
CFL1P6	494
TRBJ2-5	48
FAM20B	6039
ZNF66	3009
RN7SL205P	284
RP11-360K13.1	1647
WBP1LP10	364
MT1F	1889
AL391421.1	83
TPT1P13	499
KHK	3060
RPL29P25	850
RP3-430A16.1	369
RP11-60A24.3	612
RPL23AP3	468
CTD-2325P2.4	279
RP11-909N17.2	544
RP11-296L22.7	473
AC096559.1	3876
RP11-350N15.3	377
RP11-48G14.2	2465
ATG13	7001
RNU6-1240P	104
RALBP1	4979
RP11-248C1.3	1723
NXF5	2158
AL450304.2	53
RP11-524F11.2	425
RP11-533E19.3	821
RNU6-889P	103
WRAP53	5087
FAM8A3P	844
AL161422.1	69
PAK3	10312
RP11-672A2.4	651
RP11-685G9.2	758
TYRO3	10945
IFNWP18	591
RP11-88H10.3	569
PRRC2A	9115
PGAM1P11	680
AC005757.7	856
RP11-111F5.6	309
CTD-2349P21.6	460
AL161784.1	180
RP11-561C5.7	368
RHOQP1	579
RP11-181G12.2	1734
GCM1	2765
AC002454.1	667
RP11-163O19.3	493
MIR4283-1	80
GM2AP2	562
RP11-630H24.3	201
ZRANB2-AS2	6794
POMT2	10012
MIR567	98
IL6ST	9292
IRGC	1775
AC129492.1	756
RP11-434D12.1	1335
TTC34	5900
RP11-20F18.1	1364
CTA-38K21.5	149
AL008723.1	359
TMEM220-AS1	2102
WASF4P	1494
NRXN3	15206
RP11-341D18.5	2396
GIP	716
SBSPON	4383
TREML2	3302
DEFA5	449
CTB-178M22.1	2181
SFXN5	11087
RP11-334A14.5	467
RNU5E-6P	115
RP4-669L17.4	180
DYNC1LI2	8278
HCG9P5	225
LINC01134	4064
CTD-2619J13.5	926
AC093668.2	86
RP11-133K1.12	442
AC135999.2	479
AC006116.20	2215
NPPA	1120
RN7SL425P	294
RAD23BP2	1207
GNA14-AS1	605
RP11-766F14.1	359
RP11-526I2.5	2389
C5	6533
AL593844.1	90
LINC00208	2150
RP11-91J19.2	2396
PFN3	530
FKBP4P2	1371
L3MBTL2	6451
CMC4	1539
CTA-85E5.6	789
MIR6516	81
SRP68P3	344
RPL7P8	730
SNORA80B	136
AC002128.5	618
RPS2P44	846
RP4-724E16.2	2502
LINC00239	639
KRT6B	2282
HMBS	4247
GOT2	3766
ACAT2	4299
AL132988.1	77
AP000436.4	800
TUBB4BP2	798
ODF3B	2301
AC015726.1	390
TPI1P2	752
TEKT4	2218
RP11-69I13.1	856
OXGR1	2659
SPIN3	2222
AC009892.5	319
RN7SL667P	298
RP11-75C9.2	572
RP11-746M1.1	504
MIR4437	60
CTB-113P19.5	526
RP11-211G3.3	717
RP13-455A7.1	219
ZNF355P	3216
RP11-559N14.6	582
ANKRD65	2644
SSBP3-AS1	2624
CTD-2587H24.4	975
RP11-41L14.1	1648
CTC-205M6.5	3088
CTD-2530H12.7	390
AL118506.1	72
C17orf96	3719
TRIP6	2841
MIR6511A2	67
TTC38	3578
RNU2-27P	142
MIR4693	75
MIA2	2940
RP11-517M22.1	3851
FRG2GP	615
CELA2A	1519
SNORD38A	70
RN7SL841P	297
AC003080.4	767
C2orf40	1741
AC012123.1	1661
FAM71F2	5875
ESR2	9337
RP11-40B20.1	556
RP11-1415C14.3	497
RP11-415I12.3	275
RNU6-8	107
IL17A	1859
MIR548N	75
CA3	2310
RP13-619I2.2	553
SNORD114-30	72
SPATC1	2007
OR4F16	939
RP11-344N17.9	765
FAM168B	5435
AC002456.2	616
RNA5SP487	122
DNAH9	16980
ARAP1-AS2	1824
BRWD1-IT1	489
TRHDE	11950
RP11-1055B8.2	665
RP11-349K16.1	552
RP11-157E14.1	601
OR8F1P	930
MZT1P1	246
C14orf37	7565
AC116050.1	1779
AP000797.4	641
MIR6871	56
LIMS3L	1256
KATNBL1P3	909
C9orf172	4387
AC068207.1	95
RP11-672A2.3	452
NT5CP1	509
RP11-265N7.1	1961
RP11-26F2.2	254
RP11-452L6.8	467
FER1L6	6058
HCRT	577
ITGA9-AS1	6651
RP11-131H24.5	1998
AL162311.1	89
RP5-1170D6.1	508
SNHG9	551
GADD45A	2069
NLGN4Y	8206
FOSL1	1887
TCL6_3	137
CHKB-CPT1B	5022
MYPOP	1890
AK4P1	667
TRIM65	3906
AC010492.5	649
OR1P1	994
CLCNKB	2939
LINC00332	834
RP11-364C11.2	607
CTC-232P5.3	567
PCDHGA1	6252
CCR6	4226
MIR892B	77
SYT16	14067
CKLF-CMTM1	1437
RP11-20I23.8	3626
RP11-386M24.1	348
USE1	2431
RP11-1143G9.4	599
RP11-467P22.5	1211
PANX2	3102
GS1-542M4.4	466
ZNF818P	409
HMGN4	1274
NCSTN	4175
AC091729.9	2002
AC019131.1	80
MMD	3177
KIF18A	4668
RPL35AP26	321
RP5-837O21.2	766
C3orf36	1668
KNOP1P4	1438
PEA15	2806
RN7SL591P	292
TAF1	10860
CTD-2528A14.5	610
BCKDHA	2892
RP3-333A15.2	649
VN1R81P	372
RP11-147I11.1	392
CTD-2003D5.1	460
SNORD116-10	102
R3HCC1L	3571
AC009406.1	68
LINC00928	1487
RP11-700N1.1	642
SHC1	4342
SNX19	8152
RP11-816J8.1	522
NME1	3438
OR8G2P	908
RP11-762H8.5	224
C17orf58	1752
PDE2A	7182
AP002530.2	684
AL035045.1	146
RP11-484M3.5	246
RRBP1	6980
AC006070.12	193
RP11-313P18.1	387
TM9SF2	3885
CTA-392E5.1	813
CATSPER2	8403
ZNF652	8810
AC005336.5	939
FP236383.9	92
ZNF549	9279
RNU1-38P	144
RNPC3	6867
ITGB2-AS1	2438
ASB12	1289
VPS13B	16716
RP11-328J2.1	1994
DAB2IP	8408
ACSM4	2477
RP11-436K8.1	2344
AL355794.1	94
PRDX3P3	522
RN7SL244P	297
RP13-653N12.2	1656
RP11-511I11.2	1352
RP11-492I2.1	346
TTYH3	6129
RN7SKP182	298
KRTAP4-6	1055
C11orf24	3406
RP11-58K22.5	543
PGBD4P1	407
CTB-147N14.4	284
PSMD4	3027
ZNF133	5426
RNU6-1037P	107
NDUFA12P1	406
HES6	2037
AC003092.2	446
PLN	2001
GOLGA2P8	779
GPR98	23499
OR9G4	985
RNVU1-10	164
AC116345.1	74
TYR	3016
LINC00862	1757
FOXK2	9991
RP11-579A4.1	286
RNU6-920P	92
RP11-191F9.4	306
SEPHS1P7	1177
ETHE1	1604
GPC5-AS1	461
KCNK2	3910
NKD1	8915
RP11-501C14.9	301
CARS-AS1	2683
RPS23P3	430
RP11-484K9.4	707
RNA5SP292	118
AC110813.1	111
ZNF529-AS1	1868
OR4F3	995
RP11-389O22.4	410
P4HA3	4009
LINC00920	2147
COL17A1	6426
SNRPC	1277
AL356585.3	1566
AL513548.1	80
CTD-2544M6.1	364
RP11-269F21.2	300
AC013470.6	1194
XIAP-AS1	482
RPL36AP40	321
TGFA-IT1	436
ZNF391	4834
SRMP2	916
NKAIN4	2668
RNU7-63P	62
DNAH8	15055
RP11-181D18.4	379
EHMT2-AS1	373
EBPL	1500
CFAP61	7322
SAV1	5630
RP11-862G15.2	1384
SUCLG2-AS1	3032
SLC25A1P5	783
AGR3	1160
NAA40	5321
RP11-794P6.2	1172
RNU4-1	141
WFDC1	8785
CTD-2351A8.1	383
RP11-245P10.6	574
RP11-342M1.6	1326
LINC01133	1266
MRPS7	3324
ACAA1	7106
RP11-1348G14.5	540
RP11-63A1.1	395
CTB-49A3.4	416
CCL4	2032
ENPP7	3549
RP1-117B12.4	715
RNA5SP73	108
RP11-379P1.4	230
CTC-360G5.8	1967
AC008449.1	55
RP11-619I22.1	223
RNA5SP106	100
AC097635.5	155
NDFIP2	4831
MORC2-AS1	2695
C16orf78	1068
RP11-31F15.2	2459
EFTUD1	4733
NTF6B	560
RP11-281B1.2	743
MYL6P2	434
AC004984.1	73
PLEKHA4	3851
AC093602.1	87
RP11-22D3.1	418
RP11-261P13.6	500
RP11-104O19.4	740
SDCCAG3P1	1150
AL121760.1	133
KRT8P14	1442
RP11-178L8.5	2424
RP11-252A24.5	665
RP11-216L13.21	411
TRPM8	7903
RNA5SP179	121
MIR299	111
RP11-27M24.2	435
RPL24	2682
MEMO1P1	888
ABCG4	6271
AP000959.2	977
HEG1	9925
CTD-2515C13.2	471
RP11-378I6.1	3844
DPM1	1207
EDA	6999
SNORD115-32	82
ACTG1P11	1125
PCGF2	3511
SH3GL1P2	1082
SPACA6P	3648
AC131056.3	1401
PMS2P5	516
NBPF14	12116
ACP2	3484
ARL2BP	2155
BRF1	27210
RP11-78A19.4	400
RP11-108P20.4	478
AC008753.3	284
TATDN2P1	2331
MAGOH3P	447
RP11-570L14.1	1282
CTC-436K13.2	346
RNU6-1217P	104
LCE3D	613
CTB-1144G6.6	534
OR3A3	966
OR5BA1P	982
RNA5SP415	115
RP11-100G15.5	294
SERPINB7	2637
GJA8	1302
RP11-291I6.2	317
RP11-164N3.3	252
HIPK3	7958
RP6-29D12.2	520
RNU6-430P	107
CLEC18C	4894
RP5-857K21.2	635
GOLGA8G	6529
LYPLA1P3	695
AC073869.20	1944
OR8J1	1074
AC018731.3	576
AC114981.1	85
LINC00407	295
BMF	5447
MIR6507	70
MIMT1_1	88
RP11-62C3.8	913
RP11-255B23.1	1248
RP11-305E17.4	222
FMR1-IT1	343
KB-1517D11.4	2622
FABP5P5	406
RP11-705O1.8	2131
RP11-485B17.5	304
LL22NC03-24A12.9	1006
ADAM20P3	2106
POLB	4106
LINC01433	697
RP11-25I9.2	333
RP11-500G22.4	317
CTD-2269E23.2	256
NPY6R	2988
AC023469.2	657
KDM3B	7961
OR10AA1P	937
RP11-179A16.1	1840
PYCARD-AS1	1095
RP11-160E2.11	1486
CDC123	2404
MTND5P15	349
CD5	3221
HLA-S	53
RP11-774O3.2	492
LINC00632	3008
FDXR	3599
SYT6	5104
KRTAP4-2	763
AC008694.2	306
PGAM1P1	556
MKNK2	5221
AL121753.1	101
RP11-233E12.4	673
RN7SL474P	301
AC093106.4	352
CTC-480C2.1	1453
AKIRIN1P2	570
AC007559.1	355
OR12D1	947
TUBB	3359
STRADA	6717
AC011498.1	110
ZPR1	7069
AC144831.1	2656
RPL7P41	957
RP11-554D20.2	1312
CTD-2147F2.2	1726
RP11-17E15.1	385
ATP6V1D	4251
LIN7A	6795
GABRD	1928
EFCAB12	7789
ZNF536	8631
GZMB	1411
RP5-1125N11.1	444
PANK2	6698
RPL23AP76	458
SLC2A2	3417
RP11-615I2.1	547
MIR8082	81
OR1G1	998
AC002310.12	1827
AC016831.6	1723
KCTD9P3	1169
ZFP1	3761
RP11-266L9.5	1875
RP11-20I23.2	1342
CTD-2023N9.1	897
A1BG	4006
ABCA12	9416
RPS2P52	820
RP3-399J4.4	1780
RPS3AP39	775
RNU6-1255P	112
GRAP2	6190
IGLV1-47	407
RP11-24M17.3	495
PHLPP1	9142
RP11-770J1.3	1054
PGGT1BP1	1023
RNU6-364P	107
RP11-673P17.2	499
AP001137.1	79
RP11-400K9.4	2387
CTD-2144E22.10	1518
RNU6-49P	107
RP11-274J7.2	515
ABHD4	4070
RP11-643G5.6	231
AP001058.3	463
RN7SKP260	149
MATN1	4606
PNKP	4025
TRBV5-2	273
KRTAP22-2	293
SNORD86	86
RN7SL239P	300
RP11-564A8.4	611
RP1-66C13.1	73
MIR148B	109
LINC01184	6464
MIR601	79
CTC-338M12.13	246
UNK	5575
AC012119.1	90
RP11-455B3.1	829
RNU6-935P	100
RP11-370I10.12	3645
RP11-264B17.3	5317
AL080243.1	70
AC253576.1	109
CCDC97	3821
AC138472.6	241
RP13-362E11.3	524
SLC25A51	3946
CTD-2013N24.2	3746
RP11-6N17.6	527
LINC00463	1147
FCF1P6	595
KRT18P59	3338
MIR558	94
NSL1	4091
SLC35F5	7445
CTD-2104P17.2	563
PPP2R5C	14289
RPL31P12	358
MIR202	110
FAH	7063
AC079054.1	125
HERC5	4766
RP1-20N18.4	299
RP11-867G23.1	479
RNA5SP127	133
RP11-418J17.3	898
ZZEF1	15878
C4B-AS1	2095
CTD-2046I8.1	471
CCDC137	2762
CCDC144NL-AS1	10225
OR8B7P	919
RP11-343C2.7	747
RP11-298D21.2	702
FGF14-AS2	1074
MIR4449	66
PRELID1P2	396
RNU6-584P	95
LINC00904	471
AC139099.6	868
snoU83B	88
AC114808.2	536
RP11-17M24.2	323
LRRC34P1	915
AC131254.1	85
ZNF710	4936
ANKRD34B	4024
MIR939	82
RNU6-883P	107
NECAB3	4342
MBNL1-AS1	6585
POU5F1P7	541
RP1-286D6.5	531
RP11-135L13.4	1660
USP9YP28	589
HK2	6064
KB-1592A4.15	4833
RPS15AP7	405
RMI1	3507
AL450063.1	72
RP11-553L6.3	1624
RNU6-863P	104
CDK6	12260
MIMT1	2002
RP11-93H12.4	2619
RP11-1105G2.4	493
MIR4288	67
AL133230.1	111
RNU4-25P	230
STK38L	6921
RP11-720N19.1	838
GATA2	4459
AP000347.4	906
RP1-90J4.3	1034
MIR4739	74
OR4B2P	882
B3GAT3	2428
RP11-1114A5.5	651
ZBTB8OS	3531
DAPK1	8907
HSPE1P13	297
RP11-298O21.3	558
DSG4	4696
GPR133	14718
MIR202HG	822
SVILP1	2723
PPP2R2D	7756
SNORD35A	86
RALGDS	7624
MTND4P11	1058
RP11-7F17.1	463
AL035610.2	4753
SH2D2A	2512
ZFYVE1	5306
AC005808.3	381
ZFP42	2656
RWDD4	2776
MAN2A2	10002
LURAP1L	2132
RNU6-452P	107
AC090692.1	91
CA14	3833
RP11-123C21.3	665
RP11-444D13.1	364
RP11-685B14.1	644
AC012668.2	2028
NAP1L5	2321
RAB27A	5605
CTD-2562J17.6	2338
KIAA0368	8449
RP11-178F10.2	459
RP1-111D6.2	562
TBX15	3806
MIR4732	76
GHR	6610
CDH23-AS1	378
RP11-428I12.1	736
ZNF137P	2029
ZNF16	5237
RP11-66H6.4	479
APPBP2	9876
LINC00158	2027
CTD-2189E23.1	627
PRR20FP	180
C12orf60	4570
BCORL1	7996
LLfos-48D6.2	1268
WBP11P1	2972
AL359546.1	97
RP11-28O3.1	318
RP6-43L17.1	337
RNU7-25P	62
PSG7	5961
AC078842.3	553
RP11-361D14.2	3102
SLC2A5	6693
AL772400.1	88
EFNA4	1263
MIR4488	62
RP11-452C13.1	617
RNU4-26P	107
RNU6-376P	106
AC002472.11	563
CTD-2134P3.2	718
LA16c-321D4.2	510
RNA5SP246	119
RP11-1277A3.1	1751
RN7SL127P	300
CH507-9B2.8	479
PARP12	6285
RP11-510D21.1	429
HID1-AS1	815
RP13-1039J1.4	1528
CTC-435M10.12	449
TXNP1	371
RP11-385H1.1	3897
CTD-2339F6.1	2461
RP11-417L19.5	1740
AC105393.2	674
KRR1P1	803
GNB1L	6988
RP11-483E23.5	127
RP11-434C1.6	290
RP11-53I6.5	941
LINC01531	4107
LCN2	1598
GAGE1	3237
C11orf39	703
MT-TA	69
TNFSF13B	3059
RN7SL68P	310
KRT82	2664
OR56A7P	941
RP11-557C9.1	1548
CTC-303L1.1	2021
SLC38A9	8823
RP11-45H22.3	441
MTND1P20	950
RP11-572F4.1	496
CTD-2547L16.2	282
ZNF627	3827
DESI1	4972
ZFX-AS1	417
ZNF814	12600
RNU6-1112P	99
ELOF1	4173
PSMD6	9123
FSIP2-AS1	880
RNU6-1205P	106
RP11-552F3.12	5062
MYO9B	9948
RP13-820C6.4	240
RP11-100K18.1	2727
PTGIR	3546
RP11-432I5.2	465
USP9YP26	661
LINC00900	4766
KAL1	7132
FAM133A	3381
RP11-862L9.3	2478
LINC01310	3426
AC092168.2	717
USP17L8	2370
RP11-616M22.5	249
PDXDC1	9410
IFNA20P	528
RP1-136J15.5	1812
LINC00888	2131
UPK1B	2266
CTD-3137H5.5	528
AC090954.5	361
VSIG2	1432
NFE2L3	4249
MAGEE1	3630
RP11-665C14.2	493
SLC28A2	5192
ZNF568	9437
CR536603.1	77
RP11-443N24.2	772
RP11-795H16.3	571
RP5-1069C8.2	3033
RP11-290L1.4	578
ZFAS1	2243
VN1R6P	907
RP11-90D4.3	851
AC055723.1	92
STPG2-AS1	537
RARRES2P1	481
PTGES3P5	434
ZCCHC5	2648
RPL23AP40	390
SNORA36C	132
IRF9	3794
RNA5SP238	120
MIR31HG	745
RP11-48B3.4	1805
LAMTOR4	1936
RP11-407A16.4	419
AC007036.4	437
CASC5	10250
HAND2	3601
RNU6-158P	100
STAT3	8812
RP11-659E9.2	550
AC105339.2	84
AC068831.6	1858
ALS2CR11	6815
CTC-297N7.10	171
FEM1AP4	1987
RP11-26N15.2	922
NAALADL2-AS2	1038
LINC00476	5100
RP11-643A5.1	290
ASCL4	2260
SSH2	12608
RNA5SP453	119
RP11-693L9.2	405
LINC01445	1146
AC104532.2	580
AC013727.2	545
CTC-457E21.9	870
KLHDC1	3006
DUSP7	5648
MIR6807	92
DDX39B	7007
TSPY1	1722
CH507-145C22.3	1097
RP1-167G20.1	2120
KRT79	2542
RP1-164L12.1	802
BANCR	600
CALML4	5038
AP000870.1	86
AC005783.1	89
AC090559.1	92
RNU6-704P	103
RNA5SP457	124
SOX2OT_exon4	109
MIR3196	64
RNU6-213P	104
LRRC37A6P	5625
AC012454.4	995
RP11-14I17.1	669
IRG1	2177
MIR6078	100
CTD-2542C24.2	2737
IGKV1OR-3	348
RNY4P6	96
AC068196.1	833
TIMM9P3	274
RNU6-142P	107
MIR548W	74
RNU6-367P	100
RP11-293K20.3	2050
RP11-6O2.2	2516
RP11-741G21.1	310
AP006216.5	333
RTFDC1	4063
CTB-167G5.3	453
SCUBE2	7099
BATF	980
CTD-2350C19.5	510
RP11-44D5.2	660
TBC1D3P1	1693
RP13-188A5.1	1007
GRIN2B	30672
NTAN1P2	940
CTD-2576D5.2	220
CTD-2591A6.2	508
JAM2	5933
LINC01070	2829
FMO11P	1370
RP11-318K12.1	657
SLCO4A1-AS1	1534
RP11-82O19.2	955
TRAV14DV4	425
PLCXD3	7731
RP11-452J6.2	222
RP11-74C13.3	1126
RP11-160N1.11	232
C2	5536
TBL1X	7009
RP11-201K10.3	753
LSM6	2605
PRR35	2216
RP11-321E2.3	979
PLSCR5	2140
RP11-48B3.3	3766
RPL35AP31	337
RNU6-277P	106
TRAJ54	60
RP11-676J12.9	489
RP11-669M16.1	649
SIGLEC27P	545
MIR4803	74
RP11-255L13.1	393
AC078927.1	84
RNU7-50P	62
MIR6804	68
RP11-93O14.3	485
ARHGEF35	2431
MIR6811	58
RP11-291H24.1	129
RNU6-1167P	94
MIR762HG	1815
PPP3CB-AS1	5687
LAIR2	1078
GS1-466O4.3	606
RP5-1185I7.1	2298
OR6T1	1089
FOXP4-AS1	934
RNASE9	2710
RP4-669L17.8	1239
AC073052.1	714
RP11-571I18.2	224
PDCL3P4	720
AL157359.4	784
RP11-403I13.4	719
PHLDB3	4553
PLA2G12AP1	568
OR13K1P	975
IRS4	3928
RP11-103H7.1	415
EGLN3	7359
AF067845.1	1192
LINC00086	5230
RNA5SP436	115
IL2RG	2760
RP11-711D18.2	552
RP11-699C17.1	426
AC023158.1	82
RBMY2FP	2914
RP11-467C18.1	338
MYBPHL	1789
PDLIM4	3192
MIR6748	71
ZNF124	4517
TMPRSS11A	3970
AKAP8	4296
RP11-428P16.3	770
CDC25B	4314
CLUHP4	1343
MIR301A	86
RP11-481J2.1	374
AC092933.4	945
AC098817.5	559
AC005262.2	472
KIF3A	6860
SLC35E1P1	864
AC073218.1	567
OR7A3P	907
SUZ12P1	3776
RNA5S12	119
RP1-63G5.8	910
RP11-115J23.1	1512
RP1-300G12.2	786
ZNF72P	1908
RP11-10N23.4	696
VENTXP4	958
HIST1H2AE	393
RNU6-1116P	99
TEX38	1490
PITPNA-AS1	542
RNU6-896P	107
RPL31P52	367
TAPT1-AS1	2763
RP1-35C21.1	491
AC093110.3	1236
ENO1-IT1	744
CBX6	8030
GOLGA2P5	10957
TMEM248P1	951
RP11-62C3.10	505
RP11-465K16.1	494
ALOX12	2616
GFOD1	10686
RPL9P5	471
IGHVII-53-1	255
DPEP3	2018
CTD-2154H6.1	555
U82670.9	264
SHISA5	4664
IGHVII-67-1	46
EPHA6	6291
MSRB1	2157
AC006088.1	83
RP11-275N1.3	216
RP11-278I4.2	1408
RP11-286H15.1	852
RNU4ATAC7P	125
GNG11	3055
RP11-439H9.1	312
ACR	2059
DCTN6	1984
RP11-459O16.7	228
MIR4489	62
MIR424	111
MMP24-AS1	3967
RP11-295M3.4	1151
RP11-256K9.1	298
RP11-120I21.2	640
RP11-93O14.2	321
NT5DC1	7309
FAM90A25P	1395
WDFY3-AS2	6203
AC009947.5	672
RP11-488L18.3	1670
HIST2H2AB	393
RP11-504P24.2	360
BLOC1S5	3315
NBPF13P	3808
RP11-1136J12.1	728
RP11-37L2.1	385
GSN-AS1	4763
RNVU1-19	167
MIR604	94
HIST2H2AC	390
FAM86JP	2519
HNRNPKP5	253
YARS	8212
RPL13AP20	609
CDY7P	1604
AP1M2	2214
GAPDHP19	1005
PDLIM7	4407
AL157830.1	87
FAM127A	1181
TNXB	15623
CH507-254M2.6	1029
RHOXF2B	1272
CTC-441N14.4	1591
RN7SKP124	341
RP11-488C13.5	1843
TMEM176A	3479
ADIPOQ-AS1	3443
C1orf111	1864
ZNF71	6170
AC009229.5	622
RPL12P18	325
RP11-834C11.7	1390
IFNA6	1544
RP11-451H23.1	459
RNU6-652P	107
AC091178.1	123
ARAP1-AS1	388
CDK14	6841
ALDH7A1P4	178
AC084368.1	101
INS-IGF2	2413
RP11-563E2.2	777
AC116614.1	532
AC005358.3	1143
KLHL1	4149
EIF2A	4131
XKRYP3	1116
DKFZP434L187	4269
TCEB1P2	332
AL603650.5	78
AC005943.6	148
RAET1E-AS1	605
ACY1	3285
IGBP1P4	879
RP11-100G15.4	347
DENND4B	7584
BTG4	1801
OSER1	1712
RPS3AP34	781
MIR548AI	88
GIGYF1	6709
SRGNP1	451
RP11-89A16.1	361
SERPINA4	2338
RP11-277J6.3	403
PTGER4P3	252
RNU6-768P	107
CTU1	2087
PPL	7686
RP4-666O22.3	465
SPAG1	5055
P2RX3	2614
MIR3689D1	74
RP11-21L23.2	4192
RP11-505K9.1	521
LINC00996	2171
AC068754.1	70
CORO7	8793
KB-1125A3.12	8030
MIR4486	63
RPS24P7	246
AC016716.1	708
ZNF677	9348
AC006372.5	546
RNU7-7P	62
MIR6889	59
UBR5	13085
VWA5B1	6377
RP11-42A4.1	702
KIRREL	7872
MROH7-TTC4	7090
SLC23A1	3203
MIR592	109
S100A16	1701
USP17L28	1593
RP11-803B1.2	369
RP11-16E18.3	2054
RP11-44N11.1	1018
PGP	2727
IGKV2D-14	355
AJ003147.11	2199
LINC01560	1253
HYAL4	2738
TMEM8A	4447
AC009965.1	970
RPPH1	638
SSX9	821
RP11-394A14.4	737
RP11-587D21.1	376
KLHDC4	11177
RP11-190J1.3	291
GPR113	5761
KCNH1-IT1	626
USP53	11950
ZNF250	7357
RP11-144H23.2	745
LA16c-329F2.2	722
C6orf47	2475
TAZ	4721
SLC39A14	6942
LRRC1	4897
RP11-100L22.4	270
TMEM225	1107
AC025171.1	2773
AC012671.3	101
AL390718.1	113
OR13C9	957
RP11-809F4.3	2109
MIR5590	54
GPER1	3149
RP11-46A10.8	411
KIR3DX1	5125
COL4A2	8706
RP11-141C7.3	1070
NFYA	3811
HIST1H2BI	381
ZNF623	7146
RAMP2	1148
RP5-837O21.3	677
FO538757.1	138
SMTN	10242
H1F0	2344
TGM7	2325
RP11-561B11.1	949
SNRPCP4	427
ATP5LP7	310
FANCD2OS	1895
IFI6	865
AP003419.11	711
AP002414.1	1147
AWAT1	1434
RNA5SP419	135
RP11-454H19.2	5356
SAFB2	6222
RNU6-17P	107
RP11-473I1.6	753
RP11-567O18.1	510
LZTS3	5395
SPG20-AS1	710
PSME3	5152
AC007277.3	2979
MRPL37P1	1337
RNA5SP209	97
FEM1A	9593
RP11-15G16.1	523
RP11-13P5.2	822
SLC25A6P2	877
CTD-2037L6.2	725
AC092069.1	93
CTD-2532D12.5	1027
PAPD7	5187
RP11-930P14.2	1770
SNRPB2	2607
AC010243.1	369
CTD-2200A16.1	208
ITGA8	7528
RTCB	2948
AC111194.1	100
RP11-720L3.1	236
AL139288.1	138
CTC-236F12.4	858
RNMT	6982
MAP1A	10629
AJ271736.10	773
RP11-291J9.1	664
ISX	3384
AC009236.2	553
PTPRG-AS1	4496
AC067945.3	618
ATP6V0A2	13729
MARCH9	4005
IMMTP1	2219
RP11-16B9.1	399
ULBP3	988
RP11-281N10.1	719
RP11-776A13.2	419
AL160269.1	100
RP11-58A11.2	401
TUSC1	2052
RP11-159F24.3	823
RNU6-831P	107
MIR6732	60
RP11-475B2.1	885
COQ3	1458
RP4-568C11.4	1144
RP11-753H16.3	924
USP41	1592
MIR3912	105
AC015849.14	474
RNU6-617P	107
RP11-328C8.4	2791
C6orf25	2937
SLC9B1P2	1184
RP11-492L8.2	420
AC079135.1	1115
LY96	607
SETD4	7312
SNORD115-30	82
LINC00290	593
RIMKLBP1	1164
KLK11	3113
RN7SL285P	264
RP11-74E22.3	443
OR6M3P	700
KRT18P9	1300
RP11-608O8.2	1092
AC000111.4	193
NXPH3	5648
RP11-451J24.1	409
AC114730.7	668
TNR	12960
OR5B21	931
SURF6P1	827
RP11-167H9.3	1967
RP11-344E13.1	322
ZNF85	4668
AL133493.2	6810
ANO1-AS2	1004
RP11-1000B6.5	732
CTC-369A16.2	935
RPS5P7	608
TRAV13-2	410
RN7SL291P	289
ARL11	3826
CTB-92J24.3	2233
MIR891B	79
